institution_id,institution_name,institution_country
37164,Global Research Center of Planetary Science,France
37165,Royal Institute of Planetary Science,UK
37166,International Lab for Geoscience,USA
37167,Academy of Planetary Science,Australia
37168,College of Geoscience,Australia
37169,University of Geoscience,Brazil
37170,Center for Advanced Planetary Science,Italy
37171,Academy of Cosmic Research,Sweden
37172,Global Research Center of Space Exploration,Austria
37173,Center for Advanced Cosmic Research,USA
37174,National Institute of Space Exploration,France
37175,Center for Advanced Geoscience,Brazil
37176,College of Space Exploration,Sweden
37177,Global Research Center of Geochemistry,Australia
37178,Royal Institute of Geoscience,Italy
37179,Academy of Astronomy,Belgium
37180,College of Space Exploration,Norway
37181,College of Astronomy,France
37182,Academy of Space Exploration,France
37183,International Lab for Cosmic Research,Austria
37184,Center for Advanced Astrophysics,Denmark
37185,Academy of Astrophysics,Netherlands
37186,Academy of Geology,Austria
37187,University of Astrophysics,Canada
37188,Royal Institute of Geoscience,Brazil
37189,Royal Institute of Planetary Science,USA
37190,National Institute of Geochemistry,Brazil
37191,Global Research Center of Cosmic Research,Canada
37192,National Institute of Geoscience,USA
37193,Center for Advanced Astronomy,Canada
37194,College of Astrophysics,France
37195,Royal Institute of Astrophysics,Japan
37196,College of Astrophysics,India
37197,Royal Institute of Cosmic Research,Austria
37198,Royal Institute of Astronomy,Switzerland
37199,Global Research Center of Cosmic Research,Japan
37200,National Institute of Cosmic Research,Belgium
37201,National Institute of Geochemistry,Norway
37202,Academy of Space Exploration,Germany
37203,International Lab for Meteorite Studies,Italy
37204,National Institute of Astronomy,India
37205,National Institute of Meteorite Studies,Canada
37206,Center for Advanced Geology,Brazil
37207,National Institute of Cosmic Research,Brazil
37208,University of Meteorite Studies,Australia
37209,National Institute of Geoscience,UK
37210,National Institute of Geoscience,France
37211,Global Research Center of Geoscience,Italy
37212,Global Research Center of Astronomy,USA
37213,University of Geoscience,Switzerland
37214,International Lab for Space Exploration,Norway
37215,Royal Institute of Cosmic Research,Sweden
37216,College of Cosmic Research,India
37217,Center for Advanced Geochemistry,Austria
37218,Center for Advanced Geoscience,Australia
37219,Center for Advanced Geology,Sweden
37220,Center for Advanced Meteorite Studies,Finland
37221,National Institute of Astronomy,Norway
37222,Center for Advanced Geochemistry,Netherlands
37223,Royal Institute of Planetary Science,Denmark
37224,International Lab for Geochemistry,Japan
37225,International Lab for Geoscience,Sweden
37226,Academy of Astrophysics,Canada
37227,Global Research Center of Astronomy,Finland
37228,International Lab for Planetary Science,Finland
37229,Center for Advanced Cosmic Research,Spain
37230,Academy of Meteorite Studies,USA
37231,Center for Advanced Meteorite Studies,China
37232,International Lab for Space Exploration,Netherlands
37233,Center for Advanced Geochemistry,India
37234,International Lab for Geology,Belgium
37235,International Lab for Geoscience,China
37236,Academy of Astronomy,Belgium
37237,Global Research Center of Meteorite Studies,Brazil
37238,National Institute of Astronomy,Switzerland
37239,University of Meteorite Studies,Germany
37240,National Institute of Planetary Science,Norway
37241,University of Astronomy,Spain
37242,Center for Advanced Geochemistry,Netherlands
37243,College of Geochemistry,Italy
37244,University of Meteorite Studies,Denmark
37245,Academy of Astronomy,Switzerland
37246,Academy of Astronomy,Belgium
37247,Center for Advanced Meteorite Studies,UK
37248,Academy of Geology,Sweden
37249,Royal Institute of Astronomy,Belgium
37250,Global Research Center of Space Exploration,UK
37251,International Lab for Astrophysics,UK
37252,International Lab for Cosmic Research,Sweden
37253,Center for Advanced Geochemistry,Canada
37254,International Lab for Geochemistry,UK
37255,College of Geology,Switzerland
37256,Academy of Geoscience,Denmark
37257,Academy of Space Exploration,Italy
37258,College of Planetary Science,India
37259,Royal Institute of Geochemistry,Switzerland
37260,National Institute of Cosmic Research,China
37261,College of Geology,India
37262,National Institute of Space Exploration,Denmark
37263,Global Research Center of Geochemistry,France
37264,Global Research Center of Meteorite Studies,Norway
37265,Academy of Geology,Netherlands
37266,Center for Advanced Cosmic Research,Netherlands
37267,Center for Advanced Astrophysics,Japan
37268,Global Research Center of Cosmic Research,Canada
37269,Academy of Geology,Brazil
37270,College of Geochemistry,Belgium
37271,Global Research Center of Geology,Switzerland
37272,International Lab for Planetary Science,Germany
37273,University of Geoscience,Australia
37274,College of Cosmic Research,Japan
37275,Royal Institute of Cosmic Research,Australia
37276,Academy of Space Exploration,Italy
37277,Global Research Center of Astrophysics,Switzerland
37278,Academy of Astrophysics,Switzerland
37279,Academy of Astrophysics,Belgium
37280,College of Planetary Science,Switzerland
37281,Center for Advanced Geoscience,Japan
37282,National Institute of Geoscience,Norway
37283,National Institute of Planetary Science,Spain
37284,National Institute of Astrophysics,Norway
37285,Royal Institute of Geochemistry,Germany
37286,Academy of Geology,UK
37287,Center for Advanced Geoscience,UK
37288,Royal Institute of Space Exploration,Italy
37289,Academy of Astronomy,Denmark
37290,Academy of Planetary Science,Brazil
37291,International Lab for Geology,Austria
37292,National Institute of Geochemistry,Japan
37293,International Lab for Planetary Science,India
37294,National Institute of Astrophysics,Canada
37295,Center for Advanced Astrophysics,Australia
37296,Global Research Center of Astrophysics,Finland
37297,National Institute of Geoscience,Sweden
37298,International Lab for Geoscience,Netherlands
37299,College of Geoscience,Germany
37300,Center for Advanced Cosmic Research,France
37301,University of Cosmic Research,Japan
37302,College of Meteorite Studies,Norway
37303,University of Geochemistry,Norway
37304,Global Research Center of Meteorite Studies,Norway
37305,Center for Advanced Geochemistry,Netherlands
37306,Center for Advanced Astronomy,Switzerland
37307,University of Geoscience,UK
37308,National Institute of Astrophysics,China
37309,International Lab for Astronomy,USA
37310,Royal Institute of Meteorite Studies,Brazil
37311,College of Geochemistry,Japan
37312,Royal Institute of Astronomy,Austria
37313,University of Planetary Science,Netherlands
37314,Global Research Center of Geoscience,Italy
37315,International Lab for Meteorite Studies,Spain
37316,National Institute of Astronomy,France
37317,College of Meteorite Studies,France
37318,Royal Institute of Space Exploration,Finland
37319,College of Meteorite Studies,Finland
37320,University of Geology,UK
37321,Center for Advanced Geoscience,India
37322,Royal Institute of Geochemistry,Canada
37323,Global Research Center of Planetary Science,Japan
37324,Center for Advanced Astronomy,Japan
37325,University of Space Exploration,UK
37326,University of Geology,France
37327,University of Geoscience,Italy
37328,Royal Institute of Space Exploration,Austria
37329,National Institute of Geochemistry,Spain
37330,Center for Advanced Astronomy,Japan
37331,Center for Advanced Meteorite Studies,France
37332,Academy of Astronomy,Netherlands
37333,Global Research Center of Space Exploration,Austria
37334,Academy of Astrophysics,USA
37335,International Lab for Cosmic Research,France
37336,College of Planetary Science,Denmark
37337,Royal Institute of Space Exploration,Australia
37338,National Institute of Space Exploration,Italy
37339,University of Meteorite Studies,Denmark
37340,Center for Advanced Geoscience,Japan
37341,International Lab for Geology,Germany
37342,Academy of Space Exploration,Germany
37343,College of Cosmic Research,Germany
37344,College of Astronomy,Norway
37345,College of Planetary Science,Sweden
37346,College of Planetary Science,Switzerland
37347,International Lab for Planetary Science,USA
37348,Academy of Cosmic Research,Sweden
37349,National Institute of Space Exploration,Italy
37350,International Lab for Planetary Science,Finland
37351,University of Meteorite Studies,Denmark
37352,Center for Advanced Astronomy,Australia
37353,Royal Institute of Planetary Science,Netherlands
37354,National Institute of Space Exploration,Australia
37355,Center for Advanced Astrophysics,France
37356,Academy of Geology,Brazil
37357,International Lab for Geoscience,Australia
37358,Center for Advanced Space Exploration,USA
37359,Royal Institute of Astronomy,Japan
37360,International Lab for Astronomy,Austria
37361,College of Astrophysics,France
37362,Global Research Center of Planetary Science,UK
37363,National Institute of Geology,Norway
37364,Royal Institute of Astronomy,France
37365,Global Research Center of Geochemistry,UK
37366,Center for Advanced Geology,Australia
37367,National Institute of Meteorite Studies,Germany
37368,Global Research Center of Meteorite Studies,Finland
37369,International Lab for Cosmic Research,Canada
37370,Royal Institute of Geoscience,Australia
37371,Academy of Meteorite Studies,Norway
37372,Center for Advanced Planetary Science,Switzerland
37373,University of Cosmic Research,France
37374,College of Geoscience,Australia
37375,Global Research Center of Cosmic Research,Sweden
37376,National Institute of Geology,Brazil
37377,International Lab for Astrophysics,Finland
37378,National Institute of Astrophysics,USA
37379,College of Space Exploration,Norway
37380,International Lab for Astrophysics,Germany
37381,Royal Institute of Cosmic Research,Sweden
37382,Global Research Center of Meteorite Studies,Netherlands
37383,Royal Institute of Geoscience,Brazil
37384,National Institute of Meteorite Studies,Austria
37385,Global Research Center of Geology,Italy
37386,International Lab for Space Exploration,Denmark
37387,National Institute of Geoscience,Austria
37388,Royal Institute of Geochemistry,Denmark
37389,University of Geoscience,Japan
37390,College of Space Exploration,UK
37391,International Lab for Geology,Netherlands
37392,International Lab for Cosmic Research,Australia
37393,College of Space Exploration,Austria
37394,National Institute of Planetary Science,Italy
37395,International Lab for Geology,Belgium
37396,Center for Advanced Geology,Germany
37397,Academy of Meteorite Studies,Denmark
37398,Center for Advanced Planetary Science,UK
37399,Center for Advanced Geoscience,Spain
37400,Center for Advanced Cosmic Research,Canada
37401,International Lab for Astrophysics,Austria
37402,College of Cosmic Research,Brazil
37403,Royal Institute of Planetary Science,Sweden
37404,National Institute of Astronomy,Spain
37405,National Institute of Planetary Science,Belgium
37406,National Institute of Astronomy,France
37407,Royal Institute of Space Exploration,France
37408,International Lab for Planetary Science,Brazil
37409,National Institute of Space Exploration,Italy
37410,Royal Institute of Geoscience,Canada
37411,College of Cosmic Research,Australia
